x,y,rssi_for_port5,rssi_for_port6,rssi_for_port7
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-60
20,0,-46,-63,-60
20,0,-46,-63,-59
20,0,-47,-63,-59
20,0,-47,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-47,-63,-59
20,0,-47,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-62,-59
20,0,-46,-62,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-60
20,0,-46,-63,-60
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-62,-59
20,0,-46,-62,-59
20,0,-46,-63,-60
20,0,-46,-63,-60
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-60
20,0,-46,-63,-60
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-62,-59
20,0,-46,-62,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-62,-59
20,0,-46,-62,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-47,-63,-59
20,0,-47,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-60
20,0,-46,-64,-60
20,0,-46,-64,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-60
20,0,-46,-63,-60
20,0,-46,-64,-60
20,0,-46,-64,-60
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-63,-60
20,0,-46,-63,-60
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-60
20,0,-46,-63,-60
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-64,-59
20,0,-47,-64,-59
20,0,-47,-63,-59
20,0,-46,-63,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-63,-60
20,0,-46,-63,-60
20,0,-46,-62,-60
20,0,-46,-62,-60
20,0,-46,-63,-60
20,0,-46,-63,-60
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-64,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
20,0,-46,-63,-59
30,0,-47,-66,-60
30,0,-47,-66,-59
30,0,-48,-66,-59
30,0,-48,-65,-59
30,0,-48,-65,-59
30,0,-48,-66,-59
30,0,-47,-66,-59
30,0,-47,-66,-59
30,0,-48,-66,-59
30,0,-48,-66,-60
30,0,-48,-66,-60
30,0,-47,-66,-58
30,0,-47,-66,-58
30,0,-47,-66,-58
30,0,-47,-66,-58
30,0,-47,-66,-57
30,0,-47,-66,-57
30,0,-47,-66,-57
30,0,-47,-66,-58
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-66,-58
30,0,-47,-66,-58
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-66,-58
30,0,-47,-66,-58
30,0,-47,-66,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-48,-64,-58
30,0,-48,-64,-58
30,0,-47,-64,-58
30,0,-47,-65,-58
30,0,-48,-65,-58
30,0,-48,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-65,-58
30,0,-48,-65,-58
30,0,-48,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-58
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-64,-58
30,0,-48,-64,-58
30,0,-48,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-48,-64,-58
30,0,-48,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-57
30,0,-48,-64,-57
30,0,-48,-65,-57
30,0,-47,-65,-57
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-48,-64,-58
30,0,-48,-64,-57
30,0,-48,-64,-57
30,0,-48,-65,-58
30,0,-48,-65,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-48,-65,-58
30,0,-48,-65,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-58
30,0,-47,-65,-58
30,0,-47,-65,-57
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-65,-57
30,0,-47,-65,-57
30,0,-47,-64,-57
30,0,-47,-64,-72
30,0,-48,-64,-72
30,0,-48,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-64,-57
30,0,-48,-64,-57
30,0,-48,-65,-58
30,0,-47,-65,-58
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-65,-57
30,0,-48,-65,-57
30,0,-48,-64,-58
30,0,-48,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-65,-57
30,0,-47,-65,-57
30,0,-47,-64,-57
30,0,-47,-64,-58
30,0,-48,-64,-58
30,0,-48,-64,-58
30,0,-48,-64,-58
30,0,-48,-64,-58
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-64,-58
30,0,-47,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-48,-64,-58
30,0,-48,-64,-57
30,0,-47,-64,-57
30,0,-47,-64,-58
30,0,-48,-64,-58
30,0,-48,-65,-58
30,0,-47,-65,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-48,-65,-57
30,0,-48,-65,-57
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-48,-65,-58
30,0,-48,-65,-58
30,0,-48,-64,-58
30,0,-48,-64,-58
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-65,-58
30,0,-47,-65,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
30,0,-47,-64,-58
40,0,-50,-62,-58
40,0,-50,-61,-58
40,0,-50,-61,-58
40,0,-50,-62,-58
40,0,-51,-62,-58
40,0,-51,-61,-58
40,0,-51,-61,-58
40,0,-51,-61,-58
40,0,-50,-61,-58
40,0,-50,-61,-58
40,0,-51,-61,-58
40,0,-51,-61,-58
40,0,-50,-61,-58
40,0,-50,-62,-58
40,0,-51,-62,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-57
40,0,-51,-60,-57
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-57
40,0,-50,-60,-57
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-59,-58
40,0,-51,-59,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-59,-58
40,0,-50,-59,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-59,-58
40,0,-51,-59,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-59,-58
40,0,-51,-59,-58
40,0,-51,-59,-58
40,0,-50,-59,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-49,-60,-58
40,0,-49,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-59,-58
40,0,-50,-59,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-59,-58
40,0,-51,-59,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-59,-58
40,0,-51,-59,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-59,-58
40,0,-51,-59,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-59,-58
40,0,-50,-59,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-59,-58
40,0,-50,-59,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-49,-60,-58
40,0,-49,-60,-57
40,0,-49,-60,-57
40,0,-49,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-50,-60,-58
40,0,-50,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
40,0,-51,-60,-58
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-66,-61
50,0,-51,-67,-61
50,0,-51,-67,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-52,-66,-60
50,0,-52,-67,-61
50,0,-51,-67,-61
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-67,-61
50,0,-52,-67,-61
50,0,-52,-67,-60
50,0,-51,-67,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-52,-67,-60
50,0,-52,-67,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-66,-61
50,0,-51,-66,-61
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-52,-66,-60
50,0,-52,-66,-60
50,0,-51,-66,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-52,-67,-60
50,0,-52,-66,-60
50,0,-51,-66,-60
50,0,-51,-67,-60
50,0,-52,-67,-60
50,0,-52,-67,-60
50,0,-51,-67,-60
50,0,-51,-66,-59
50,0,-51,-66,-59
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-52,-67,-60
50,0,-52,-67,-60
50,0,-52,-67,-60
50,0,-52,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-68,-60
50,0,-51,-68,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-59
50,0,-52,-67,-59
50,0,-52,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-61
50,0,-51,-67,-61
50,0,-51,-66,-60
50,0,-51,-66,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-52,-67,-60
50,0,-52,-67,-60
50,0,-51,-68,-60
50,0,-51,-68,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-68,-60
50,0,-51,-68,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-52,-67,-60
50,0,-52,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-68,-60
50,0,-51,-68,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-61
50,0,-51,-67,-61
50,0,-51,-67,-60
50,0,-51,-68,-60
50,0,-51,-68,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-68,-60
50,0,-51,-68,-60
50,0,-51,-68,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-61
50,0,-51,-67,-61
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
50,0,-51,-67,-60
60,0,-53,-72,-66
60,0,-53,-73,-65
60,0,-53,-73,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-52,-72,-66
60,0,-52,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-52,-72,-66
60,0,-52,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-73,-66
60,0,-53,-73,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-52,-72,-65
60,0,-52,-72,-65
60,0,-54,-72,-65
60,0,-54,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-73,-65
60,0,-52,-73,-66
60,0,-52,-72,-66
60,0,-53,-72,-65
60,0,-53,-73,-65
60,0,-53,-73,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-52,-72,-65
60,0,-52,-73,-66
60,0,-53,-73,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-52,-72,-66
60,0,-52,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-52,-72,-65
60,0,-52,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-52,-72,-66
60,0,-52,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-52,-73,-66
60,0,-52,-73,-66
60,0,-52,-72,-66
60,0,-52,-72,-66
60,0,-52,-72,-66
60,0,-52,-72,-66
60,0,-52,-72,-66
60,0,-52,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-52,-72,-66
60,0,-52,-72,-65
60,0,-52,-72,-65
60,0,-52,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-52,-72,-65
60,0,-52,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-52,-72,-65
60,0,-52,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-73,-65
60,0,-53,-73,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-52,-72,-65
60,0,-52,-72,-65
60,0,-52,-72,-65
60,0,-52,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-52,-72,-65
60,0,-52,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-52,-72,-66
60,0,-52,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-52,-72,-66
60,0,-52,-72,-66
60,0,-53,-72,-66
60,0,-53,-72,-65
60,0,-53,-72,-65
60,0,-53,-72,-66
60,0,-52,-72,-66
60,0,-52,-72,-66
60,0,-53,-72,-66
70,0,-53,-61,-65
70,0,-53,-61,-65
70,0,-53,-61,-65
70,0,-54,-62,-65
70,0,-54,-62,-65
70,0,-53,-62,-65
70,0,-53,-62,-64
70,0,-54,-61,-64
70,0,-54,-61,-64
70,0,-53,-61,-64
70,0,-53,-61,-65
70,0,-53,-61,-65
70,0,-53,-61,-65
70,0,-53,-62,-65
70,0,-53,-62,-64
70,0,-53,-61,-64
70,0,-53,-61,-65
70,0,-53,-62,-65
70,0,-53,-62,-64
70,0,-53,-61,-64
70,0,-54,-61,-64
70,0,-54,-62,-64
70,0,-53,-62,-64
70,0,-53,-62,-64
70,0,-53,-61,-65
70,0,-53,-61,-65
70,0,-53,-60,-65
70,0,-53,-60,-65
70,0,-53,-61,-65
70,0,-53,-61,-64
70,0,-53,-61,-64
70,0,-53,-61,-64
70,0,-54,-61,-64
70,0,-54,-61,-64
70,0,-54,-61,-64
70,0,-54,-61,-65
70,0,-53,-61,-65
70,0,-53,-61,-64
70,0,-54,-62,-64
70,0,-54,-62,-65
70,0,-53,-61,-65
70,0,-53,-61,-64
70,0,-53,-62,-64
70,0,-53,-62,-64
70,0,-54,-62,-64
70,0,-54,-62,-64
70,0,-54,-61,-64
70,0,-54,-61,-64
70,0,-54,-61,-64
70,0,-54,-61,-64
70,0,-53,-61,-64
70,0,-53,-61,-64
70,0,-53,-61,-64
70,0,-53,-61,-64
70,0,-53,-61,-64
70,0,-53,-61,-65
70,0,-53,-61,-65
70,0,-54,-61,-65
70,0,-54,-62,-65
70,0,-54,-62,-65
70,0,-54,-62,-65
70,0,-53,-62,-65
70,0,-53,-62,-65
70,0,-55,-62,-65
70,0,-55,-61,-65
70,0,-53,-61,-64
70,0,-53,-61,-64
70,0,-53,-61,-65
70,0,-53,-61,-65
70,0,-53,-62,-65
70,0,-53,-62,-65
70,0,-54,-61,-65
70,0,-54,-61,-65
70,0,-53,-61,-65
